	WT-4	WT-5	WT-6	aps1-1	aps1-2	aps1-3	D333A-1	D333A-2	D333A-3
SPNCRNA.360	0	0	0	0	0	0	1	0	0
SPNCRNA.361	0	0	0	0	0	0	0	0	0
SPNCRNA.362	0	0	0	0	0	0	0	0	0
SPNCRNA.363	0	0	0	0	0	0	0	0	0
SPNCRNA.364	0	0	0	0	0	0	0	0	0
SPNCRNA.365	0	0	0	0	0	0	0	0	0
SPNCRNA.366	0	0	0	0	0	0	0	0	0
SPNCRNA.367	0	0	0	0	0	0	0	0	0
SPNCRNA.368	0	0	0	0	0	0	0	0	0
SPNCRNA.369	0	0	1	0	0	0	0	1	0
SPNCRNA.37	0	0	0	0	0	0	2	0	0
SPNCRNA.370	0	0	0	0	0	0	0	0	0
SPNCRNA.371	0	0	0	0	0	0	0	0	0
SPNCRNA.372	0	0	0	0	0	0	0	0	0
SPNCRNA.373	0	0	1	2	1	0	0	0	1
SPNCRNA.374	0	0	0	0	0	0	0	3	0
SPNCRNA.376	1	0	0	0	0	0	0	0	0
SPNCRNA.377	2	3	3	2	2	2	7	8	2
SPNCRNA.379	2	2	1	1	0	0	4	4	1
SPNCRNA.38	0	0	0	0	0	0	0	0	3
SPNCRNA.380	9	13	12	3	4	4	22	28	24
SPNCRNA.382	0	2	0	0	1	0	8	3	0
SPNCRNA.383	0	0	0	0	0	0	2	4	0
SPNCRNA.384	2	0	0	0	0	0	0	1	0
SPNCRNA.385	0	0	1	0	0	0	2	3	3
SPNCRNA.386	0	0	0	0	0	0	0	0	0
SPNCRNA.387	0	0	0	0	0	0	0	1	0
SPNCRNA.388	2427	2611	2343	2240	2210	2264	2252	2787	1528
SPNCRNA.389	0	0	0	0	0	0	0	0	0
SPNCRNA.39	3	6	6	9	9	1	6	2	7
SPNCRNA.390	0	0	0	0	0	0	0	0	0
SPNCRNA.391	0	0	0	0	0	0	0	0	0
SPNCRNA.392	2	2	4	4	5	2	8	6	6
SPNCRNA.393	0	0	0	0	0	0	0	0	0
SPNCRNA.394	1	0	0	2	0	1	0	0	1
SPNCRNA.396	0	0	0	0	0	0	0	0	0
SPNCRNA.397	1	0	0	0	0	0	1	2	0
SPNCRNA.398	0	0	0	0	0	0	0	0	0
SPNCRNA.399	1	2	3	0	0	1	4	6	1
SPNCRNA.40	0	3	2	1	0	1	10	8	5
SPNCRNA.400	17	30	31	9	7	12	65	74	43
SPNCRNA.401	1	5	3	5	2	1	13	12	14
SPNCRNA.402	0	0	0	0	0	0	0	0	0
SPNCRNA.403	6	4	6	2	1	3	9	9	3
SPNCRNA.405	79	83	94	77	77	87	35	48	40
SPNCRNA.406	23	15	18	9	9	5	10	16	17
SPNCRNA.408	0	0	0	1	0	0	0	1	0
SPNCRNA.410	0	0	0	0	0	0	0	0	0
SPNCRNA.411	0	0	0	0	0	0	0	0	0
SPNCRNA.412	10	10	9	2	4	3	7	10	11
SPNCRNA.413	5	0	1	0	2	0	0	1	4
SPNCRNA.414	0	1	2	0	0	0	0	0	0
SPNCRNA.415	3	3	2	2	0	1	1	2	1
SPNCRNA.417	1	3	1	5	0	3	19	23	32
SPNCRNA.419	0	0	0	0	0	0	0	0	0
SPNCRNA.42	61	79	84	34	28	24	75	72	125
SPNCRNA.421	6	3	5	4	1	2	12	2	5
SPNCRNA.423	1	0	0	0	0	0	1	1	1
SPNCRNA.424	0	0	0	0	0	0	0	0	0
SPNCRNA.425	5	3	3	2	2	1	3	2	5
SPNCRNA.426	0	0	0	0	0	0	0	0	0
SPNCRNA.427	57	74	85	82	49	43	141	170	153
SPNCRNA.428	2	2	7	4	1	0	5	6	3
SPNCRNA.43	6	8	11	11	7	3	6	6	8
SPNCRNA.431	27	29	20	4	19	6	90	93	111
SPNCRNA.432	7	6	6	5	9	6	10	8	11
SPNCRNA.435	0	0	0	0	0	0	2	0	0
SPNCRNA.436	0	0	0	0	0	0	0	0	0
SPNCRNA.437	7	25	17	7	18	7	37	26	30
SPNCRNA.438	692	828	750	772	657	660	741	826	817
SPNCRNA.439	8	9	4	16	7	5	15	13	15
SPNCRNA.440	0	0	0	0	0	0	0	0	0
SPNCRNA.441	0	1	2	0	0	1	0	2	9
SPNCRNA.442	0	0	0	0	0	0	0	1	0
SPNCRNA.443	4	1	1	0	0	2	3	1	4
SPNCRNA.444	0	0	0	0	0	0	0	0	0
SPNCRNA.445	144	164	151	252	223	256	331	350	315
SPNCRNA.446	1	2	0	0	0	0	1	1	1
SPNCRNA.448	1	0	0	2	2	0	5	1	4
SPNCRNA.449	0	0	0	0	0	0	0	0	0
SPNCRNA.45	0	0	0	0	0	0	0	0	0
SPNCRNA.450	8	11	10	3	2	5	5	31	24
SPNCRNA.451	5	10	16	16	15	8	41	24	64
SPNCRNA.452	0	1	1	2	0	0	1	1	1
SPNCRNA.453	6	3	6	8	4	1	6	14	13
SPNCRNA.454	7	1	2	0	1	0	1	2	1
SPNCRNA.455	0	0	0	0	0	0	0	0	0
SPNCRNA.456	0	0	0	0	0	0	0	0	0
SPNCRNA.457	0	6	2	0	0	3	13	2	2
SPNCRNA.458	0	0	0	0	0	0	0	0	0
SPNCRNA.46	0	0	2	2	0	1	7	5	2
SPNCRNA.460	1	0	3	0	0	0	0	4	3
SPNCRNA.462	0	0	0	0	0	0	0	0	0
SPNCRNA.463	0	0	1	0	0	0	0	0	1
SPNCRNA.464	0	0	0	0	0	0	0	0	0
SPNCRNA.466	0	0	0	0	0	0	0	0	0
SPNCRNA.467	3	0	3	3	0	0	3	7	2
SPNCRNA.469	31	44	19	20	22	23	22	41	29
SPNCRNA.47	2	7	3	5	3	1	7	6	5
SPNCRNA.471	3	5	2	1	2	1	0	0	0
SPNCRNA.472	20	26	24	10	7	20	136	146	207
SPNCRNA.473	0	0	0	0	0	0	2	1	0
SPNCRNA.475	2	0	1	1	0	1	1	2	0
SPNCRNA.477	38	43	41	5	10	12	36	34	25
SPNCRNA.478	0	0	0	0	0	0	0	0	0
SPNCRNA.480	5	4	6	5	4	1	10	20	5
SPNCRNA.481	0	0	0	2	0	0	2	2	0
SPNCRNA.482	0	0	0	0	0	0	0	0	0
SPNCRNA.483	0	0	0	0	0	0	0	0	0
SPNCRNA.484	0	0	0	0	0	0	0	0	0
SPNCRNA.485	0	0	0	0	0	0	0	1	0
SPNCRNA.486	0	0	0	0	0	0	0	0	0
SPNCRNA.487	0	0	0	0	0	0	0	0	0
SPNCRNA.488	28	39	34	16	24	18	22	37	31
SPNCRNA.490	0	1	3	0	0	0	1	3	4
SPNCRNA.491	0	0	0	0	0	0	0	0	0
SPNCRNA.493	1	0	0	0	0	0	1	0	0
SPNCRNA.495	0	0	0	0	0	0	0	0	0
SPNCRNA.497	6	2	6	7	5	7	21	27	18
SPNCRNA.498	12	5	7	9	8	12	15	22	16
SPNCRNA.499	21	10	19	11	25	19	83	97	58
SPNCRNA.50	9	13	10	10	2	14	10	5	17
SPNCRNA.500	0	0	0	0	0	0	0	0	0
SPNCRNA.501	0	0	0	0	0	0	0	0	0
SPNCRNA.503	0	0	0	0	0	0	0	0	0
SPNCRNA.504	0	0	0	0	0	0	0	0	0
SPNCRNA.505	0	0	0	0	0	0	0	0	0
SPNCRNA.506	5	15	10	3	3	4	17	19	15
SPNCRNA.507	0	0	0	0	0	0	0	0	0
SPNCRNA.508	0	0	0	0	0	0	0	0	0
SPNCRNA.51	12	18	20	11	11	11	48	42	44
SPNCRNA.510	0	0	0	0	0	0	0	0	2
SPNCRNA.511	227	238	258	395	372	356	714	906	537
SPNCRNA.512	1	0	0	0	0	0	0	0	0
SPNCRNA.513	19	32	29	12	14	15	122	128	119
SPNCRNA.514	0	0	0	0	0	0	0	0	0
SPNCRNA.515	0	0	0	0	0	0	0	0	0
SPNCRNA.516	2	5	3	1	3	2	14	24	22
SPNCRNA.517	31	50	31	18	16	17	125	146	103
SPNCRNA.519	76	88	102	50	63	60	151	190	147
SPNCRNA.52	0	0	0	0	0	0	0	0	0
SPNCRNA.520	26	28	28	12	20	19	77	76	63
SPNCRNA.521	0	0	0	0	0	0	0	0	0
SPNCRNA.523	0	0	0	0	0	0	0	0	0
SPNCRNA.524	0	0	0	0	0	0	0	0	1
SPNCRNA.525	29	30	39	11	6	12	63	75	62
SPNCRNA.526	0	0	0	0	0	0	0	1	1
SPNCRNA.528	0	0	0	0	0	0	0	0	0
SPNCRNA.529	0	0	0	0	0	0	0	0	0
SPNCRNA.53	76112	66690	66256	83407	74048	75396	69459	75854	68361
SPNCRNA.530	15	18	13	20	14	8	38	32	45
SPNCRNA.532	0	0	0	0	0	0	0	0	0
SPNCRNA.534	0	0	0	0	0	0	0	0	0
SPNCRNA.536	19	22	19	13	12	12	15	21	26
SPNCRNA.538	0	0	0	0	0	0	0	0	0
SPNCRNA.539	0	0	0	0	0	0	0	0	0
SPNCRNA.54	12	15	14	2	6	4	36	27	27
SPNCRNA.540	0	0	0	0	0	0	0	0	0
SPNCRNA.541	0	1	0	0	0	0	1	0	0
SPNCRNA.543	0	0	0	0	0	0	0	0	0
SPNCRNA.545	6	6	8	8	9	5	27	39	30
SPNCRNA.549	0	0	0	0	1	0	0	0	0
SPNCRNA.550	4	1	2	3	4	4	9	3	3
SPNCRNA.551	0	0	0	0	0	0	0	0	0
SPNCRNA.552	0	0	0	0	0	0	0	0	0
SPNCRNA.553	0	0	0	0	0	0	0	0	0
SPNCRNA.554	19	12	13	10	2	6	28	38	27
SPNCRNA.555	18	7	6	2	2	0	11	18	19
SPNCRNA.556	9	9	7	10	4	2	15	20	12
SPNCRNA.557	0	0	0	0	0	0	0	0	0
SPNCRNA.558	2	0	2	3	0	0	0	6	1
SPNCRNA.559	0	0	0	0	0	0	0	0	0
SPNCRNA.56	34	38	22	26	15	24	22	24	26
SPNCRNA.560	55	54	64	28	31	38	182	221	263
SPNCRNA.561	166	163	184	134	106	128	412	400	429
SPNCRNA.562	53	23	22	7	6	13	27	22	21
SPNCRNA.563	0	0	0	0	0	0	0	0	0
SPNCRNA.564	0	0	0	0	0	0	0	0	0
SPNCRNA.565	12	1	4	2	1	0	7	1	1
SPNCRNA.566	0	0	0	0	0	0	0	0	0
SPNCRNA.567	51	3	5	5	1	3	15	4	6
SPNCRNA.568	60	6	6	14	2	4	14	8	9
SPNCRNA.569	25	15	25	14	14	12	40	24	27
SPNCRNA.57	0	0	0	0	0	0	0	0	0
SPNCRNA.570	0	0	0	0	0	0	0	0	0
SPNCRNA.571	0	0	0	0	0	0	0	0	0
SPNCRNA.572	11	1	0	2	0	0	3	3	1
SPNCRNA.573	44	32	44	41	36	35	50	48	44
SPNCRNA.574	3	0	0	0	0	0	2	0	0
SPNCRNA.575	23	9	9	6	5	6	13	19	19
SPNCRNA.576	40	7	18	10	3	2	10	14	16
SPNCRNA.577	55	5	9	9	5	4	21	23	6
SPNCRNA.578	0	0	0	0	0	0	0	0	0
SPNCRNA.579	3	0	0	0	0	0	1	4	0
SPNCRNA.58	196	201	194	152	153	127	300	385	341
SPNCRNA.580	34	26	27	16	17	18	51	40	49
SPNCRNA.581	14	13	25	11	6	19	35	24	31
SPNCRNA.583	9	1	4	6	1	3	1	5	4
SPNCRNA.584	14	9	9	7	3	4	27	31	30
SPNCRNA.585	0	0	0	0	0	0	0	0	0
SPNCRNA.586	0	0	0	0	0	0	0	0	0
SPNCRNA.587	0	0	0	0	0	0	0	0	0
SPNCRNA.59	138	158	145	105	108	110	295	326	372
SPNCRNA.600	76	57	59	82	61	66	69	77	70
SPNCRNA.601	23	8	17	12	6	12	2	2	13
SPNCRNA.602	38	45	38	22	43	22	62	68	83
SPNCRNA.603	3	4	1	3	0	2	4	5	3
SPNCRNA.604	8	12	11	6	15	6	100	154	151
SPNCRNA.605	287	366	280	239	301	279	1929	2065	2075
SPNCRNA.606	63	53	40	50	43	42	161	201	144
SPNCRNA.607	74	77	60	51	64	55	134	153	158
SPNCRNA.608	497	491	522	432	360	356	548	615	575
SPNCRNA.609	760	777	612	503	467	431	764	866	1141
SPNCRNA.61	1	1	1	12	7	15	1	91	16
SPNCRNA.610	47	76	71	51	49	48	197	279	185
SPNCRNA.611	188	242	283	298	233	247	126	152	190
SPNCRNA.612	85	123	97	150	108	100	155	234	198
SPNCRNA.613	134	123	119	189	144	165	195	264	182
SPNCRNA.614	359	368	393	307	320	285	517	621	587
SPNCRNA.615	75	54	65	34	41	43	200	266	190
SPNCRNA.616	41	35	28	12	15	15	23	33	57
SPNCRNA.617	226	242	242	184	168	161	302	321	376
SPNCRNA.618	54	54	47	43	37	44	111	150	156
SPNCRNA.619	158	139	157	176	148	131	179	222	188
SPNCRNA.62	0	0	0	0	0	0	0	0	0
SPNCRNA.620	36	11	15	33	33	47	15	10	6
SPNCRNA.621	74	94	106	76	79	73	188	225	229
SPNCRNA.622	517	473	529	507	409	394	545	586	661
SPNCRNA.623	89	110	107	103	87	79	124	135	132
SPNCRNA.624	360	411	369	295	310	348	261	303	297
SPNCRNA.625	232	92	73	73	44	53	225	198	179
SPNCRNA.626	39	56	61	56	42	69	88	112	90
SPNCRNA.627	6	7	5	16	8	10	7	6	7
SPNCRNA.628	6	16	5	6	7	10	9	16	13
SPNCRNA.629	65	42	36	40	22	25	51	62	63
SPNCRNA.630	214	218	282	268	224	241	218	230	230
SPNCRNA.631	14	12	6	4	5	4	8	4	4
SPNCRNA.632	15	9	10	16	7	4	13	31	37
SPNCRNA.633	34	17	18	15	6	7	31	36	43
SPNCRNA.634	383	393	435	287	275	349	890	1066	913
SPNCRNA.635	35	23	29	17	18	16	7	22	28
SPNCRNA.636	410	448	467	489	378	423	482	545	604
SPNCRNA.637	32	19	21	24	17	14	62	84	58
SPNCRNA.638	32	18	17	6	5	3	20	10	17
SPNCRNA.639	325	3	9	27	7	9	70	14	11
SPNCRNA.640	94	82	85	67	60	60	88	113	96
SPNCRNA.641	56	83	59	57	63	53	133	165	117
SPNCRNA.642	49	56	55	44	33	47	103	118	90
SPNCRNA.643	30	33	37	29	15	34	91	117	63
SPNCRNA.644	32	32	45	18	14	13	37	42	25
SPNCRNA.645	235	233	248	264	190	191	299	273	298
SPNCRNA.646	397	381	292	346	322	349	328	398	443
SPNCRNA.647	301	315	309	215	250	248	342	458	334
SPNCRNA.648	188	219	158	109	93	95	247	361	310
SPNCRNA.649	18	14	10	2	6	10	33	37	37
SPNCRNA.650	20	16	22	21	19	13	42	51	49
SPNCRNA.651	41	41	26	16	22	19	75	93	85
SPNCRNA.652	229	244	283	175	168	162	535	540	539
SPNCRNA.653	41	57	58	38	20	20	174	189	123
SPNCRNA.654	10	9	12	10	12	8	14	34	19
SPNCRNA.655	336	401	407	382	262	316	382	429	399
SPNCRNA.656	36	39	37	21	12	20	77	111	117
SPNCRNA.657	54	89	81	62	67	63	163	181	219
SPNCRNA.658	10	11	7	2	9	5	15	15	27
SPNCRNA.659	45	33	33	38	39	27	71	61	54
SPNCRNA.66	4	1	9	9	2	5	6	10	17
SPNCRNA.660	50	59	55	63	42	33	44	60	54
SPNCRNA.661	49	77	57	39	40	26	77	79	67
SPNCRNA.662	25	12	22	41	28	28	50	52	42
SPNCRNA.663	23	28	40	30	30	18	59	68	57
SPNCRNA.664	17	19	19	5	6	21	38	55	43
SPNCRNA.665	24	13	8	1	0	4	30	36	43
SPNCRNA.666	139	171	149	128	143	118	278	318	341
SPNCRNA.667	32	54	65	28	34	26	158	223	170
SPNCRNA.668	159	149	162	158	104	121	215	248	269
SPNCRNA.669	142	155	156	161	109	147	265	282	324
SPNCRNA.67	176	167	181	189	146	152	266	267	195
SPNCRNA.670	72	98	90	50	40	34	172	216	147
SPNCRNA.671	515	545	503	503	409	457	919	1049	903
SPNCRNA.672	393	397	411	366	322	389	570	622	670
SPNCRNA.673	10	5	6	1	6	8	23	15	12
SPNCRNA.674	235	241	248	242	147	208	451	443	491
SPNCRNA.675	249	263	281	265	238	279	208	271	228
SPNCRNA.676	59	75	72	80	73	70	75	84	106
SPNCRNA.677	394	438	447	336	277	268	713	868	768
SPNCRNA.678	284	321	337	200	152	182	653	811	425
SPNCRNA.679	96	93	103	47	45	40	456	467	416
SPNCRNA.68	0	3	3	0	1	1	6	7	2
SPNCRNA.680	331	331	347	270	194	265	594	733	670
SPNCRNA.681	0	0	0	0	0	0	0	1	2
SPNCRNA.682	25	28	29	27	24	27	38	63	72
SPNCRNA.683	156	136	136	207	183	183	201	221	253
SPNCRNA.684	23	25	25	19	19	14	51	59	54
SPNCRNA.685	201	250	237	244	221	282	196	234	182
SPNCRNA.686	63	1	14	21	4	8	21	7	10
SPNCRNA.687	250	237	292	155	174	157	204	292	411
SPNCRNA.688	401	395	373	432	355	381	484	511	432
SPNCRNA.689	51	42	51	58	36	46	112	149	126
SPNCRNA.69	0	0	0	0	0	0	0	0	0
SPNCRNA.690	44	29	22	11	11	16	51	54	30
SPNCRNA.691	17	17	43	19	11	10	126	131	112
SPNCRNA.692	110	71	85	100	86	78	79	116	110
SPNCRNA.693	14	2	5	2	1	2	8	6	4
SPNCRNA.694	14	9	14	14	15	5	11	21	12
SPNCRNA.695	229	239	237	206	166	172	497	521	515
SPNCRNA.696	74	60	69	79	42	59	105	166	161
SPNCRNA.697	51	41	43	41	33	29	46	70	65
SPNCRNA.698	412	427	440	376	330	325	257	317	260
SPNCRNA.699	225	214	223	272	297	242	241	335	295
SPNCRNA.70	1	0	0	0	0	0	0	1	3
SPNCRNA.700	227	178	233	246	210	186	246	311	272
SPNCRNA.701	56	55	58	42	42	37	60	66	81
SPNCRNA.702	46	25	13	31	29	15	45	51	45
SPNCRNA.703	292	375	392	353	247	333	349	367	319
SPNCRNA.704	74	28	20	27	29	38	41	35	39
SPNCRNA.705	6	8	14	6	1	3	13	12	12
SPNCRNA.706	355	414	413	372	326	334	386	430	500
SPNCRNA.707	55	37	49	18	27	12	28	42	55
SPNCRNA.708	169	181	212	185	142	129	228	277	280
SPNCRNA.709	58	75	76	116	90	66	112	154	125
SPNCRNA.71	0	0	0	1	0	0	0	1	0
SPNCRNA.710	82	97	99	108	66	70	153	168	182
SPNCRNA.711	47	46	30	41	34	34	14	22	32
SPNCRNA.712	1309	1386	1431	713	657	690	3125	3392	2567
SPNCRNA.713	112	128	129	98	88	84	214	234	215
SPNCRNA.714	65	27	24	13	6	1	35	21	18
SPNCRNA.715	64	15	23	17	9	11	26	19	23
SPNCRNA.716	900	1218	1055	1516	1152	1287	963	1320	897
SPNCRNA.717	13	10	17	12	4	3	48	55	34
SPNCRNA.718	117	103	83	67	51	46	140	111	111
SPNCRNA.719	123	135	133	40	47	47	260	340	312
SPNCRNA.72	0	0	0	0	0	0	0	0	0
SPNCRNA.720	18	23	30	20	23	13	107	108	165
SPNCRNA.721	173	163	173	173	171	161	74	106	105
SPNCRNA.722	115	114	120	71	74	76	196	214	200
SPNCRNA.724	542	626	506	303	249	269	997	973	912
SPNCRNA.725	197	178	199	165	174	185	271	388	257
SPNCRNA.726	73	58	62	43	56	54	65	85	87
SPNCRNA.728	436	489	482	378	312	312	782	885	850
SPNCRNA.729	0	0	0	0	0	0	0	0	0
SPNCRNA.73	0	0	0	0	0	0	0	0	0
SPNCRNA.730	108	35	38	59	40	40	60	62	54
SPNCRNA.731	5	5	8	1	3	2	3	4	9
SPNCRNA.732	91	121	96	80	94	63	118	186	132
SPNCRNA.733	48	64	65	50	34	46	152	162	140
SPNCRNA.734	32	15	27	4	3	2	12	6	8
SPNCRNA.735	61	61	46	41	39	33	79	101	129
SPNCRNA.736	385	402	429	316	316	371	455	656	390
SPNCRNA.737	26	21	41	31	37	29	30	32	32
SPNCRNA.738	22	28	45	29	21	30	82	76	84
SPNCRNA.739	17	9	24	14	17	15	53	55	47
SPNCRNA.74	0	0	0	0	0	0	0	0	0
SPNCRNA.740	102	147	126	87	80	79	197	261	230
SPNCRNA.741	201	5	4	30	1	1	55	21	7
SPNCRNA.742	139	136	161	194	157	162	127	160	120
SPNCRNA.743	59	65	61	44	28	32	148	119	115
SPNCRNA.744	72	72	85	37	31	18	76	74	73
SPNCRNA.745	14	11	17	12	7	8	70	105	64
SPNCRNA.746	84	79	100	50	40	37	165	210	181
SPNCRNA.747	122	178	147	58	51	45	217	218	107
SPNCRNA.748	9	8	9	13	5	8	25	20	33
SPNCRNA.749	125	129	140	136	120	112	129	162	155
SPNCRNA.750	10	15	14	6	7	3	21	25	58
SPNCRNA.751	34	42	41	11	15	18	115	116	103
SPNCRNA.752	219	194	219	239	148	181	188	187	206
SPNCRNA.753	14	15	10	11	11	4	43	64	28
SPNCRNA.754	8	11	6	2	2	4	4	8	2
SPNCRNA.755	25	19	17	18	7	9	75	53	66
SPNCRNA.756	123	128	157	72	80	60	182	228	186
SPNCRNA.757	21	20	26	1	4	0	15	15	22
SPNCRNA.758	26	12	4	10	3	7	6	15	28
SPNCRNA.759	37	27	29	32	22	24	22	45	29
SPNCRNA.760	47	42	54	45	42	30	78	76	67
SPNCRNA.761	360	375	339	270	221	261	317	362	408
SPNCRNA.762	863	895	917	926	827	854	1017	1152	948
SPNCRNA.763	625	631	668	476	451	462	2456	2977	1813
SPNCRNA.764	56	51	68	45	34	39	77	85	80
SPNCRNA.765	12	14	16	17	6	18	43	41	37
SPNCRNA.766	96	84	93	52	54	62	170	163	111
SPNCRNA.767	75	82	86	41	35	33	198	203	179
SPNCRNA.768	105	87	128	58	69	70	120	154	223
SPNCRNA.769	97	90	89	137	156	167	66	50	55
SPNCRNA.770	205	37	56	25	21	45	65	52	60
SPNCRNA.771	294	336	414	297	286	262	610	698	649
SPNCRNA.772	76	83	90	79	84	81	102	116	91
SPNCRNA.773	106	108	124	70	72	60	116	151	118
SPNCRNA.774	18	28	19	18	17	16	74	72	139
SPNCRNA.775	19	18	11	33	28	24	19	26	28
SPNCRNA.776	53	32	51	58	53	44	97	117	125
SPNCRNA.777	261	352	331	351	312	330	222	273	191
SPNCRNA.778	34	47	40	41	32	29	41	46	38
SPNCRNA.779	96	140	150	210	145	158	140	183	161
SPNCRNA.780	46	51	58	83	68	92	57	62	46
SPNCRNA.781	72	72	106	86	95	101	47	46	33
SPNCRNA.782	47	43	36	33	18	29	63	75	41
SPNCRNA.783	96	135	152	168	150	148	98	103	127
SPNCRNA.784	104	104	99	61	43	77	58	75	38
SPNCRNA.785	148	196	163	96	116	82	252	289	314
SPNCRNA.786	33	25	27	33	18	11	122	114	106
SPNCRNA.787	60	24	18	5	3	2	26	16	16
SPNCRNA.788	13	19	22	8	9	8	44	43	27
SPNCRNA.789	122	99	124	91	81	88	184	221	251
SPNCRNA.79	0	0	0	0	0	0	0	0	0
SPNCRNA.790	9	4	5	2	5	1	5	3	5
SPNCRNA.791	10	6	7	1	3	3	16	24	19
SPNCRNA.792	109	99	106	91	89	90	106	164	110
SPNCRNA.793	390	299	344	305	278	284	641	697	748
SPNCRNA.794	48	64	86	85	62	87	81	81	53
SPNCRNA.795	190	199	204	87	50	71	592	663	537
SPNCRNA.796	222	216	234	190	162	187	260	267	263
SPNCRNA.797	272	273	300	194	186	187	343	307	357
SPNCRNA.798	324	441	468	330	284	312	359	367	310
SPNCRNA.799	71	24	29	13	8	18	31	28	19
SPNCRNA.80	4	1	3	4	2	2	4	0	3
SPNCRNA.800	70	88	109	92	72	62	61	69	105
SPNCRNA.801	38	53	45	39	26	34	46	71	89
SPNCRNA.802	99	114	95	90	74	84	232	257	308
SPNCRNA.803	211	221	171	85	84	101	184	286	285
SPNCRNA.804	33	48	48	65	49	51	83	72	71
SPNCRNA.805	94	23	31	21	7	13	49	32	18
SPNCRNA.806	21	26	15	15	15	8	27	38	40
SPNCRNA.807	78	57	78	77	57	48	160	169	151
SPNCRNA.808	0	0	0	0	0	0	1	3	2
SPNCRNA.809	35	51	37	31	35	29	62	68	70
SPNCRNA.81	0	0	0	0	0	0	0	0	0
SPNCRNA.810	89	97	95	36	49	34	267	297	343
SPNCRNA.811	10	1	6	3	4	6	3	11	9
SPNCRNA.812	351	364	375	285	258	247	446	478	561
SPNCRNA.813	86	85	77	84	60	60	110	159	157
SPNCRNA.815	988	1127	984	1008	999	1035	2096	2464	2072
SPNCRNA.816	22	18	11	10	6	3	23	31	19
SPNCRNA.818	13	8	7	1	3	3	3	7	2
SPNCRNA.819	34	40	47	36	34	27	56	65	55
SPNCRNA.82	111	184	164	115	108	100	127	132	100
SPNCRNA.820	10	4	14	2	8	9	35	34	38
SPNCRNA.821	1	0	1	5	0	2	4	11	18
SPNCRNA.822	11	8	7	1	8	3	15	13	7
SPNCRNA.823	20	31	24	21	27	25	85	116	101
SPNCRNA.824	40	23	21	36	19	20	19	26	67
SPNCRNA.825	46	41	48	40	24	32	122	119	94
SPNCRNA.826	151	1	4	18	3	4	19	10	12
SPNCRNA.827	74	76	100	87	75	79	123	147	108
SPNCRNA.828	45	70	51	32	26	32	119	154	92
SPNCRNA.829	224	210	206	134	132	137	211	252	224
SPNCRNA.830	43	36	53	44	47	40	62	77	98
SPNCRNA.831	1	2	1	0	0	1	2	3	1
SPNCRNA.832	134	161	167	175	174	193	85	75	161
SPNCRNA.833	151	220	187	171	118	135	523	552	508
SPNCRNA.834	82	82	83	32	41	30	140	161	118
SPNCRNA.835	2	3	1	4	2	1	8	8	1
SPNCRNA.836	146	166	127	107	88	111	375	477	395
SPNCRNA.837	274	273	310	228	171	194	252	341	360
SPNCRNA.838	195	188	208	187	147	112	500	548	468
SPNCRNA.839	218	206	240	336	344	247	422	424	410
SPNCRNA.84	0	1	0	0	1	0	2	0	1
SPNCRNA.840	95	120	135	87	78	72	156	131	192
SPNCRNA.841	113	123	140	155	74	112	131	153	175
SPNCRNA.842	21	7	13	9	4	2	21	7	11
SPNCRNA.843	70	6	6	6	5	9	14	8	13
SPNCRNA.844	98	112	115	94	87	104	125	137	193
SPNCRNA.845	16	9	42	24	16	16	23	36	38
SPNCRNA.846	75	80	76	45	33	50	237	229	308
SPNCRNA.847	96	16	16	19	6	10	32	10	20
SPNCRNA.848	16	14	14	22	16	10	14	14	23
SPNCRNA.849	116	168	166	142	110	99	293	383	313
SPNCRNA.850	28	9	20	7	6	8	20	20	40
SPNCRNA.851	148	160	162	140	123	113	139	166	168
SPNCRNA.852	83	33	34	21	23	10	44	35	36
SPNCRNA.853	44	6	6	6	1	6	49	49	26
SPNCRNA.854	98	127	148	104	85	96	244	307	229
SPNCRNA.855	19	15	15	7	17	5	14	16	21
SPNCRNA.856	42	34	42	25	24	31	31	36	48
SPNCRNA.857	327	388	371	469	385	374	450	413	451
SPNCRNA.858	62	72	57	68	46	41	83	100	70
SPNCRNA.859	79	84	118	140	121	124	126	142	173
SPNCRNA.86	0	0	0	0	0	0	0	0	0
SPNCRNA.860	5	5	4	3	3	6	4	2	7
SPNCRNA.861	97	111	119	80	58	51	482	565	424
SPNCRNA.862	606	567	599	842	669	684	538	639	802
SPNCRNA.863	2685	3824	4129	707	745	756	16287	18820	13337
SPNCRNA.864	136	166	163	172	178	150	241	360	313
SPNCRNA.865	93	97	94	76	73	63	206	221	200
SPNCRNA.868	10	10	6	2	7	5	6	12	19
SPNCRNA.869	10	6	9	3	2	0	8	15	12
SPNCRNA.87	8	6	6	4	6	2	17	20	20
SPNCRNA.870	441	10	17	46	9	10	114	39	15
SPNCRNA.871	49	64	40	20	27	29	85	84	70
SPNCRNA.872	78	83	82	72	94	68	85	81	54
SPNCRNA.873	262	279	274	191	187	197	281	305	271
SPNCRNA.874	13	4	6	11	5	7	11	5	1
SPNCRNA.875	87	72	64	55	28	35	88	94	117
SPNCRNA.876	206	210	190	187	163	137	362	457	333
SPNCRNA.877	2	6	6	2	1	1	6	4	6
SPNCRNA.878	72	30	34	27	14	13	35	28	29
SPNCRNA.879	8	12	11	9	15	5	19	22	9
SPNCRNA.88	0	0	0	0	0	0	0	0	0
